NARA Guidance: Preferred,NARA Guidance: Acceptable,Numeric Risk Rating,Risk Level,NARA Format ID,Format Name,File Extension(s),Content Category,Is the format proprietary? ,Does the format have a published open specification?,Are there available tools that can validate the technical integrity of a file encoded in this format against the published specification? ,Has the specification been approved and published by an internationally recognized standards body? ,Is the available specification complete and accurate?,Total Disclosure Score. Highest possible score = 10; Lowest possible score = -6,Is the file format commonly used to create or maintain permanent records within the federal government?,Is the file format commonly used outside the federal government?,"Is the format actively maintained and updated by an organization, individual, or community?",Are multiple renderers available? ,Have the archives or library communities identified the format as one they prefer for creation and transfer of permanent materials?,Total Adoption Score: Highest possible score = 10; Lowest possible score = -6,Is the format human readable and can it be opened with a text editor?,Does the available specification provide enough detail to allow basic analysis of the file format with hex editors or other inspection tools?,Does the format rely on standard character or other encoding methods such as IEEE notations?,Is the source code of the software used to create the format available for little or no cost?,Is the software used to create the format supported by current computing environments?,Does the format require the use of compression?,Does the format support user-definable compression levels or other quality settings that affect essential characteristics?,Total Transparency Score. Highest possible score = 7; Lowest possible score = -7,Does the format support self-contained (embedded) descriptive metadata?,Does the format support self-contained technical metadata?,Does the format support self-contained administrative metadata?,Does the format metadata adhere to an international standard?,Is the format metadata robust enough for an accurate file analysis?,Total Self-Documentation Score. Highest possible score = 7; Lowest possible score = -5,"Does the format require a specific hardware environment, such as a specific graphics card, chipset, or memory requirements, to process or interact with it?","Does the format require specific playback hardware (e.g., Blu-Ray, Audio CD, etc) to transfer the format to the NARA environment?",Total External Hardware Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Does the format rely on proprietary software to render or view files? ,"Does the format rely on plug-ins, scripts, etc. to render or view files?",Does the format rely on specific computing operating system(s) to render or view files?,Does the format rely on special tools to render or view files?,Total External Software Dependencies Score. Highest possible score = 4; Lowest possible score = -8,Is the format subject to patent claims that may impede the development of open source tools for opening and managing the files?,Have the patent claims expired?,Are there fees associated with the format as a result of patent claims?,Does the format have open source license terms?,Total Impact of Patents Score. Highest possible score = 4; Lowest possible score = -4,Does the format have capability to encrypt all or part of the resulting file?,Does the format require the use of encryption?,Does the format support robust encryption? ,Can technical protection measures (e.g. digital rights management) be applied?,Does the format allow for embedded information such as watermarking? ,Total Technical Protection Mechanisms Score. Highest possible score = 10; Lowest possible score = -6,When was the Format Specification First Created?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,When was the Format Specification last updated?,Risk Factor: Highest Possible score = 0; Lowest possible score = -4,Total Format Age Score. Highest possible score = 0; Lowest possible score = -8,Total Format Risk/Sustainability Factor Numeric Score ,Risk/Sustainability Factor Status,
,X,31.00,Low Risk,NF00314,Microsoft Word Office Open XML,docx; docm; dotx; dotm,Textual,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,-1,1,-1,1,3,1,-1,1,2,-1,2,2,2,4,-2,1,1,1,1,-1,-1,1,1,0,-1,2,-1,2,-1,1,2006,-2,2016,0,0,31.00,Low Risk,
,,-4.00,Moderate Risk,NF00315,Microsoft Works for DOS 1.05 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00316,Microsoft Works for DOS 1.12 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00317,Microsoft Works for DOS 2.0 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00318,Microsoft Works for DOS 3 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00319,Microsoft Works for DOS 3a Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00320,Microsoft Works for DOS 3b Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00321,Microsoft Works for Macintosh 3 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00322,Microsoft Works for Macintosh 4 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00323,Microsoft Works for Windows 2.0 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00324,Microsoft Works for Windows 2.0a Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00325,Microsoft Works for Windows 2000 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00326,Microsoft Works for Windows 3.0 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00327,Microsoft Works for Windows 3.0a Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00328,Microsoft Works for Windows 3.0b Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00329,Microsoft Works for Windows 4.0 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00330,Microsoft Works for Windows 4.0a Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00331,Microsoft Works for Windows 4.5 Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,-4.00,Moderate Risk,NF00332,Microsoft Works for Windows 4.5a Database,wdb,Database,-1,-1,-1,0,0,-3,-2,-1,-1,-1,-1,-6,0,0,0,-1,1,1,0,1,0,0,0,-1,0,-1,2,2,4,-2,1,1,1,1,-1,0,0,-1,-2,0,2,0,0,0,2,,-4,,-4,0,-4.00,Moderate Risk,
,,5.00,Moderate Risk,NF00333,Microstation CAD Drawing 95,dgn ,CAD/3D/Vector Graphics,-1,-1,2,0,2,2,2,2,2,0,-1,5,-1,1,-1,-1,1,,,-1,1,1,0,0,0,2,2,0,2,-2,-2,1,-2,-5,,,,,0,,,,,,0,,-4,,-4,0,5.00,Moderate Risk,
,,46.00,Low Risk,NF00334,MIME Hypertext Markup Language,mht; mhtml,Web Content,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,1,7,1,1,1,1,1,5,2,2,4,1,1,1,1,4,1,1,0,0,2,2,0,0,0,2,4,1999,-4,1999,-4,0,46.00,Low Risk,
,X,25.00,Low Risk,NF00335,MP3,mp3; x-mp3; mpeg3; mpeg; x-mpeg3; mpg; x-mpg; x-mpegaudio,Digital Audio,-1,2,2,2,2,7,2,2,2,2,-1,7,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,-1,-1,-1,-1,-4,2,0,2,2,2,8,1993,-4,1998,-4,0,25.00,Low Risk,
,,38.00,Low Risk,NF00336,MPEG-1,mpg; mpeg; mp1; mp2; mp3; m1v; m1a; m2a; mpa; mpv,Digital Video,2,2,2,2,2,10,0,2,2,2,-1,5,-1,1,1,1,-1,-1,-1,-1,-1,1,1,2,2,5,2,2,4,1,1,1,1,4,1,1,1,1,4,-1,2,2,2,2,7,1992,-4,2007,-2,0,38.00,Low Risk,
,X,26.00,Low Risk,NF00337,MPEG-2,mpg mpeg; mpeg2; mpv; mp2t; mp1s; mp2p; x-mpg; x-pn-mpg; x-mpeg; x-mpeg2a,Digital Video,2,2,2,2,2,10,2,2,2,2,-1,7,-1,1,0,-1,1,-1,-1,-2,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,-1,-1,-2,-1,2,-1,-1,-1,-2,1994,-4,2012,-2,0,26.00,Low Risk,
,,37.00,Low Risk,NF00338,MPEG-4 Advanced Audio Coding,aac; m4a; mp4,Digital Audio,2,2,2,2,2,10,0,2,2,2,2,8,-1,1,1,1,1,-1,1,3,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,-1,0,0,-2,2,-2,2,-1,2,3,2001,-4,2003,-4,0,37.00,Low Risk,
,X,30.00,Low Risk,NF00339,MPEG-4 Advanced Video Coding,mp4; mpa,Digital Video,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,-1,-1,1,1,1,1,2,2,7,2,2,4,1,-2,1,-2,-2,-1,1,1,1,2,-1,2,-1,-1,-1,-2,2003,-4,2004,-2,0,30.00,Low Risk,
,,15.00,Moderate Risk,NF00340,MySQL Database Format File,frm,Database,2,2,2,-2,1,5,-2,2,2,2,-1,3,1,1,0,1,1,1,-1,4,0,1,0,0,0,1,2,2,4,1,1,-2,-2,-2,0,0,0,1,1,-1,2,-1,-1,0,-1,1995,-4,2019,0,0,15.00,Moderate Risk,
,,-5.00,Moderate Risk,NF00341,Nikon Electronic Format RAW Image,.nef; .nrw; .ndf; .ndr,Digital Still Image,-1,-1,-1,-1,-1,-5,2,2,2,2,-1,7,-1,-1,-1,-1,1,-1,-1,-5,1,1,1,-1,2,4,2,2,4,-2,-2,1,-2,-5,-1,1,0,-1,-1,-1,0,-1,-1,-1,-4,2001,-4,2001,-4,0,-5.00,Moderate Risk,
,,8.00,Moderate risk,NF00342,Nota Bene Text File,nb,Textual,-1.00,0,2,-2,0,-1.00,-2,2,2,-1,-1,0,1,0,0,-1,1,1,-1,1,0,0,0,-1,0,-1,2,2,4,1,1,1,1,4,0,0,0,-1,-1,0,2,0,0,0,2,1982,-4,2016,0,0,8.00,Moderate risk,
,,18.00,Moderate Risk,NF00344,OmniPage Pro OCR File,met,Textual,-1,-1,-1,-2,-2,-7,-2,2,2,2,-2,2,1,1,1,0,1,1,1,6,0,1,0,-1,1,1,2,2,4,1,1,1,1,4,0,0,1,-1,0,2,2,2,2,0,8,1988,-4,2018,0,0,18.00,Moderate Risk,
,,47.00,Low Risk,NF00345,OpenDocument Format Document,odt; fodt,Textual,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,1,2,0,2,0,0,2,4,2005,-2,2015,0,0,47.00,Low Risk,
X,,47.00,Low Risk,NF00346,OpenDocument Format Formula,odf; fodf,Textual,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,1,2,0,2,0,0,2,4,2005,-2,2015,0,0,47.00,Low Risk,
,,47.00,Low Risk,NF00347,OpenDocument Format Graphic,odg; fodg,CAD/3D/Vector Graphics,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,1,2,0,2,0,0,2,4,2005,-2,2015,0,0,47.00,Low Risk,
X,,47.00,Low Risk,NF00348,OpenDocument Format Presentation,odp; fodp,Presentation/Publishing,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,1,2,0,2,0,0,2,4,2005,-2,2015,0,0,47.00,Low Risk,
X,,47.00,Low Risk,NF00349,OpenDocument Format Spreadsheet,ods; fods,Spreadsheet,2,2,2,2,2,10,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,1,2,0,2,0,0,2,4,2005,-2,2015,0,0,47.00,Low Risk,
,,-4.00,Moderate Risk,NF00350,OS/2 Bitmap 1.0/2.0,bmp,Digital Still Image,-1,2,0,-2,2,1,-2,-2,-1,0,-1,-6,0,1,0,1,1,1,0,4,0,1,0,0,0,1,2,2,4,-2,-2,-2,-2,-8,0,0,0,0,0,0,0,0,0,0,0,1987,-4,2001,-4,0,-4.00,Moderate Risk,
,,-6.00,Moderate Risk,NF00351,OS/2 Change Control File,cin,Software,2,-1,-1,-2,0,-2,-2,-2,-1,0,-1,-6,1,0,0,-1,-1,0,0,-1,-1,1,-1,0,0,-1,4,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1987,-4,2001,-4,0,-6.00,Moderate Risk,
,,4.00,Moderate Risk,NF00352,PageMaker 5.0,pm5,Presentation/Publishing,-1,-1,-1,0,0,-3,-2,2,-1,0,-1,-2,-1,0,0,-1,1,1,0,0,1,1,1,-1,1,3,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1993,-4,1996,-4,0,4.00,Moderate Risk,
,,3.00,Moderate Risk,NF00353,PageMaker TableEditor Graphic,tbl,Presentation/Publishing,-1,-1,-1,0,0,-3,-2,2,-1,0,-1,-2,0,0,0,-1,1,1,0,1,1,0,1,-1,0,1,2,2,4,0,1,1,1,3,0,0,0,-1,-1,0,0,0,0,0,0,1985,-4,2001,-4,0,3.00,Moderate Risk,
,,-16.00,High Risk,NF00354,PaintShopPro 2/3/4/5/6/7/8,psp,Digital Still Image,-1,-1,0,0,0,-2,-2,2,-1,-1,-1,-3,-1,-1,-1,-1,1,0,0,-3,0,0,0,-1,0,-1,-4,2,-2,-2,0,1,-2,-3,-1,0,0,-1,-2,0,0,0,0,0,0,1990,-4,,-4,0,-16.00,High Risk,
,,-16.00,High Risk,NF00355,PaintShopPro Browser Cache File,jbf,Digital Still Image,-1,-1,0,0,0,-2,-2,2,-1,-1,-1,-3,-1,-1,-1,-1,1,0,0,-3,0,0,0,-1,0,-1,-4,2,-2,-2,0,1,-2,-3,-1,0,0,-1,-2,0,0,0,0,0,0,1990,-4,,-4,0,-16.00,High Risk,
,,-26.00,High Risk,NF00356,PCPaint Image,pic,Digital Still Image,-1,-1,-1,-2,-1,-6,-2,-1,-1,-1,-1,-6,-1,-1,0,-1,-1,0,0,-4,0,0,0,-1,-1,-2,-4,2,-2,-2,0,-2,0,-4,-1,0,0,-1,-2,0,0,0,0,0,0,1983,-4,1989,-4,0,-26.00,High Risk,
,,16.00,Moderate Risk,NF00357,PGP Encryption Key,pgp,Software,2,2,2,2,2,10,-2,2,2,0,-1,1,-1,0,1,1,1,1,1,4,0,0,0,0,0,0,2,2,4,1,0,1,0,2,1,0,0,0,1,-1,-2,-1,-1,-1,-6,1991,-4,2007,-2,0,16.00,Moderate Risk,
,,31.00,Low Risk,NF00358,PHP Script Page,php,Software,2,2,2,-2,2,6,2,2,2,2,-1,7,1,1,0,1,1,1,1,6,0,0,0,0,0,0,2,2,4,1,1,-2,-2,-2,1,0,0,1,2,2,2,2,0,2,8,1995,-4,2018,0,0,31.00,Low Risk,
,,-2.00,Moderate Risk,NF00359,PiCture eXchange 5,pcx,Digital Still Image,-1,-1,-1,-2,-1,-6,-2,-2,-1,2,-1,-4,0,0,0,-1,-1,0,1,-1,0,0,0,-1,0,-1,2,2,4,1,1,1,1,4,0,0,0,0,0,0,2,0,0,0,2,1985,-4,1991,-4,0,-2.00,Moderate Risk,
,,35.00,Low Risk,NF00360,Plain Text,txt,Textual,2,0,0,0,0,2,2,2,0,2,2,8,1,0,1,1,1,1,0,5,1,1,1,0,0,3,2,2,4,1,1,1,1,4,1,1,1,0,3,2,2,2,0,0,6,,-4,,-4,0,35.00,Low Risk,
,,16.00,Moderate Risk,NF00361,Portable Document Format,pdf,Textual,-1,2,2,-2,2,3,-2,-2,2,2,2,2,1,1,1,1,1,1,-1,5,-1,-1,-1,-1,-1,-5,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,0,2,0,3,1993,-4,2008,-2,0,16.00,Moderate Risk,
,,16.00,Moderate Risk,NF00362,Portable Document Format 1.0,pdf,Textual,-1,2,2,-2,2,3,-2,-2,2,2,2,2,1,1,1,1,1,1,-1,5,-1,-1,-1,-1,-1,-5,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,0,2,0,3,1993,-4,2008,-2,0,16.00,Moderate Risk,
,,24.00,Low Risk,NF00363,Portable Document Format 1.1,pdf,Textual,-1,2,2,-2,2,3,2,2,2,2,2,10,1,1,1,1,1,1,-1,5,-1,-1,-1,-1,-1,-5,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,0,2,0,3,2013,-2,2013,-2,0,24.00,Low Risk,
,,24.00,Low Risk,NF00364,Portable Document Format 1.2,pdf,Textual,-1,2,2,-2,2,3,2,2,2,2,2,10,1,1,1,1,1,1,-1,5,-1,-1,-1,-1,-1,-5,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,0,2,0,3,1996,-4,2010,-2,0,24.00,Low Risk,
,,24.00,Low Risk,NF00365,Portable Document Format 1.3,pdf,Textual,-1,2,2,-2,2,3,2,2,2,2,2,10,1,1,1,1,1,1,-1,5,-1,-1,-1,-1,-1,-5,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,0,2,0,3,1999,-4,2010,-2,0,24.00,Low Risk,
,,27.00,Low Risk,NF00366,Portable Document Format 1.4,pdf,Textual,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,1,1,1,-1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,-1,2,-1,1,2001,-4,2001,-4,0,27.00,Low Risk,
,,27.00,Low Risk,NF00367,Portable Document Format 1.5,pdf,Textual,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,1,1,1,-1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,-1,2,-1,1,2003,-4,2003,-4,0,27.00,Low Risk,
,,27.00,Low Risk,NF00368,Portable Document Format 1.6,pdf,Textual,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,1,1,1,-1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,-1,2,-1,1,2004,-2,2004,-2,0,27.00,Low Risk,
,,27.00,Low Risk,NF00369,Portable Document Format 1.7,pdf,Textual,-1,2,2,-1,2,4,2,2,2,2,2,10,-1,1,1,1,1,1,-1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,-1,2,-1,1,2008,-2,2008,-2,0,27.00,Low Risk,
X,,49.00,Low Risk,NF00370,Portable Document Format/Archiving 1,pdf,Textual,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,1,0,4,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,2,2,10,2005,-2,2005,-2,0,49.00,Low Risk,
X,,49.00,Low Risk,NF00371,Portable Document Format/Archiving 1a,pdf,Textual,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,1,0,4,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,2,2,10,2005,-2,2005,-2,0,49.00,Low Risk,
X,,49.00,Low Risk,NF00372,Portable Document Format/Archiving 1b,pdf,Textual,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,1,0,4,1,1,1,2,2,7,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,2,2,10,2005,-2,2005,-2,0,49.00,Low Risk,
,X,24.00,Low Risk,NF00373,Portable Document Format/Engineering,pdf,CAD/3D/Vector Graphics,-1,2,2,2,2,7,-1,-1,2,2,2,4,-1,1,1,1,1,1,-1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,-1,1,1,-1,0,-1,2,-1,2,-1,1,2008,-2,2008,-2,0,24.00,Low Risk,
,,16.00,Moderate Risk,NF00374,Portable Document Format/Exchange 1:1999,pdf,Textual,-1,2,0,2,2,5,2,-1,2,0,-1,2,1,1,0,0,-1,1,0,2,0,0,0,0,0,0,2,2,4,-2,0,1,-2,-3,-1,1,1,-1,0,2,2,2,0,0,6,1999,-4,1999,-4,0,16.00,Moderate Risk,
,,40.00,Low Risk,NF00375,Portable Document Format/Exchange 1:2001,pdf,Textual,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,0,0,3,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,0,0,6,2002,-4,2002,-4,0,40.00,Low Risk,
,,39.00,Low Risk,NF00376,Portable Document Format/Exchange 1a:2001,pdf,Textual,2,2,2,-2,2,6,-2,2,2,2,-1,3,1,1,0,1,1,1,-1,4,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,-1,7,2001,-4,2017,0,0,39.00,Low Risk,
,,40.00,Low Risk,NF00377,Portable Document Format/Exchange 1a:2003,pdf,Textual,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,0,0,3,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,0,0,6,2003,-4,2003,-4,0,40.00,Low Risk,
X,,50.00,Low Risk,NF00378,Portable Document Format/Exchange 3:2002,pdf,Textual,2.00,2,2,2,2,10.00,2,2,2,2,2,10,1,1,0,1,1,1,-1,4,1,1,1,2,2,7,2,2,4,1,1,1,1,4,1,1,1,1,4,2,2,2,2,-1,7,2002,-4,2018,0,0,50.00,Low Risk,
,,40.00,Low Risk,NF00379,Portable Document Format/Exchange 3:2003,pdf,Textual,-1,2,2,2,2,7,2,2,2,2,2,10,1,1,1,1,1,1,0,6,1,1,1,0,0,3,2,2,4,1,1,1,1,4,-1,1,1,-1,0,2,2,2,0,0,6,2003,-4,2003,-4,0,40.00,Low Risk,
,,-23.00,High Risk,NF00380,Portable Executable file,pe; exe; dll; cpl; efi; ocx; scr; sys,Software,-1,-1,-1,-2,-1,-6,-2,-1,-1,0,-1,-5,-1,0,0,0,1,-1,-1,-2,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-8,0,0,0,-1,-1,-1,0,-1,-1,2,-1,1993,-4,2018,0,0,-23.00,High Risk,
X,,35.00,Low Risk,NF00381,Portable Network Graphics 1.0,png,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,-1,1,3,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,1,1,1,-1,2,-1,2,2,2,-1,4,1996,-4,2004,-2,0,35.00,Low Risk,
X,,35.00,Low Risk,NF00382,Portable Network Graphics 1.1,png,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,-1,1,3,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,1,1,1,-1,2,-1,2,2,2,-1,4,1996,-4,2004,-2,0,35.00,Low Risk,
X,,35.00,Low Risk,NF00383,Portable Network Graphics 1.2,png,Digital Still Image,2,2,2,2,2,10,2,2,2,2,2,10,-1,1,1,1,1,-1,1,3,1,1,1,2,2,7,2,2,4,-2,-2,1,-2,-5,1,1,1,-1,2,-1,2,2,2,-1,4,1996,-4,2004,-2,0,35.00,Low Risk,
,,28.00,Low Risk,NF00384,PostScript 2.0,ps,Presentation/Publishing,-1,2,2,-2,-1,0,-2,2,-1,2,2,3,1,1,1,1,1,1,1,7,1,-1,-1,-1,-1,-3,2,2,4,1,1,1,1,4,1,1,1,0,3,2,2,2,2,2,10,1991,-4,1999,-4,0,28.00,Low Risk,
,,28.00,Low Risk,NF00385,PostScript 3.0,ps,Presentation/Publishing,-1,2,2,-2,-1,0,-2,2,-1,2,2,3,1,1,1,1,1,1,1,7,1,-1,-1,-1,-1,-3,2,2,4,1,1,1,1,4,1,1,1,0,3,2,2,2,2,2,10,1997,-4,1999,-4,0,28.00,Low Risk,
,,25.00,Low Risk,NF00386,PostScript font,pfb,Software,2,2,2,2,2,10,2,2,2,2,-1,7,-1,1,0,1,1,1,0,3,-1,1,-1,0,0,-1,2,2,4,-2,-2,1,-2,-5,1,0,0,-1,0,2,2,2,-1,2,7,1984,-4,2012,-2,0,25.00,Low Risk,
,,26.00,Low Risk,NF00387,PowerShell,psd1,Software,-1,2,2,-2,2,3,-2,2,2,2,-1,3,1,1,0,-1,1,1,1,4,-1,1,-1,0,0,-1,2,2,4,1,1,1,1,4,0,0,0,-1,-1,2,2,2,2,2,10,2006,-2,2018,0,0,26.00,Low Risk,
,X,28.00,Low Risk,NF00388,Product Representation Compact,prc,CAD/3D/Vector Graphics,-1,2,0,2,2,5,2,2,2,2,2,10,-1,1,1,1,1,1,-1,3,1,1,1,-1,-1,1,2,2,4,1,1,1,1,4,0,0,1,-1,0,-1,2,-1,2,-1,1,2002,-4,2014,0,0,28.00,Low Risk,
