Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,Risk Level,Preservation Action,Proposed Preservation Plan,Description and Justification,Preferred Processing and Transformation Tool(s)
CorelDraw Compressed Drawing,cdx,Digital Design and Vector Graphics,NF00549,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/31,,,https://www.wikidata.org/wiki/Q71837258,http://fileformats.archiveteam.org/wiki/CorelDRAW,,https://en.wikipedia.org/wiki/CorelDRAW,,,,High Risk,Transform,"Transform to a TBD format, possibly PDF or TIFF",The file format is proprietary with limited open or available documentation. It may not be possible to transform this format into anything other than static image or PDF files.,Further research is required
CorelDraw Drawing 8.0,cdr,Digital Design and Vector Graphics,NF00147,,https://github.com/photopea/CDR-specification,https://www.nationalarchives.gov.uk/pronom/x-fmt/292,,,https://www.wikidata.org/wiki/Q71274998,http://fileformats.archiveteam.org/wiki/CorelDRAW,,https://en.wikipedia.org/wiki/CorelDRAW,,,,High Risk,Transform,"Transform to a TBD format, possibly PDF or TIFF",The file format is proprietary with limited open or available documentation. It may not be possible to transform this format into anything other than static image or PDF files.,Adobe Illustrator
CorelDraw Drawing 9.0,cdr,Digital Design and Vector Graphics,NF00478,,https://github.com/photopea/CDR-specification,https://www.nationalarchives.gov.uk/pronom/x-fmt/374,,,https://www.wikidata.org/wiki/Q71856089,http://fileformats.archiveteam.org/wiki/CorelDRAW,,https://en.wikipedia.org/wiki/CorelDRAW,,,,High Risk,Transform,"Transform to a TBD format, possibly PDF or TIFF",The file format is proprietary with limited open or available documentation. It may not be possible to transform this format into anything other than static image or PDF files.,Adobe Illustrator
CorelDraw Wavelet Image File,wi|wvl,Digital Still Image,NF00149,image/wavelet,,https://www.nationalarchives.gov.uk/pronom/x-fmt/202,,,https://www.wikidata.org/wiki/Q51917410,http://fileformats.archiveteam.org/wiki/Corel_Wavelet,,https://en.wikipedia.org/wiki/CorelDRAW,,,,High Risk,Transform,Transform to TIFF,This is a proprietary compressed bitmap format which should be converted into an uncompressed TIFF bitmap.,Ifranview; CorelDraw
CouchDB,json,Databases,NF00550,text/json,https://docs.couchdb.org/_/downloads/en/stable/pdf/,,,,https://www.wikidata.org/wiki/Q1136882,,,https://en.wikipedia.org/wiki/Apache_CouchDB,,,,Moderate Risk,Retain,Retain,"CouchDB is a NoSQL database that uses JSON to store data, JavaScript as its query language using MapReduce, and HTTP for an API. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Any supported text editor
Crystal Reports File,rpt,Presentation and Publishing,NF00150,,,https://www.nationalarchives.gov.uk/PRONOM/fmt/1648,,,https://www.wikidata.org/wiki/Q105860129,http://fileformats.archiveteam.org/wiki/RPT,,https://en.wikipedia.org/wiki/Crystal_Reports,,,,Moderate Risk,Transform,Transform to PDF,"RPT files are created with SAP Crystal Reports software. The format is proprietary with limited open or available documentation. Unicode was introduced in version 9, and the current software is not compatible with files created in earlier versions.",SAP Crystal Reports Viewer (for version 9+); Further research is required for earlier versions.
Custom Dictionary File,dct|dic,Software and Code,NF00159,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/132,,,https://www.wikidata.org/wiki/Q51802172,http://fileformats.archiveteam.org/wiki/Ext:dic,,,,,,Moderate Risk,Retain,Retain,"There is minimal documentation for custom dictionary files. Since this is a customized settings file it should not be reformatted. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Any supported text editor
Data File,dat,Software and Code,NF00151,,,,,,https://www.wikidata.org/wiki/Q5227290,http://fileformats.archiveteam.org/wiki/Category:File_formats_with_extension_.dat,,,,,,Moderate Risk,Retain,Retain,"DAT is not a single, specific file type, but is a generic extension for ""data"" files for a variety of applications. This can be just about anything: unstructured or structured plain text, raster or vector graphic, or other binary data. There is no generalizable specification or structure for a .DAT file. Any format migration for compiled or binary code creates a guaranteed outcome that the code will no longer function, as will extracting files from binary container archives files. Uncompiled code that is plain text ASCII or Unicode does not require format migration. Attempt to associate with a software package.",This is such a ubiquitous extension that there is no way to narrow down the format without additional characterization. Case-by-case review is required.
Data List File,lst,Software and Code,NF00710,text/plain,,,,,,,,,,,,Moderate Risk,Retain,Retain,"A file with a .lst extension is a plain text file that contains a list of data. LST files are used by many different programs, including Microsoft Visual Studio and various text editors. They can be compiled as a binary but this is a less frequent use.",Any supported text editor
db file: Paradox; Oracle; dBASE IV; dbvista; dBFast; XTreeGold; XoftSpySE,db,Databases,NF00152,application/octet-stream,,https://www.nationalarchives.gov.uk/pronom/x-fmt/8,,,,,,,,,,Moderate Risk,Transform,"Transform to CSV if possible, otherwise retain","The DB file extension is used by over a dozen database applications. Because there are so many potential applications that create this format, it is difficult to identify the specific application and ensure that a migration will retain the data with high fidelity.","This format can be created and used by various applications, therefore the software required to open and convert it is often unknown at the time of transfer. Further research is required on a case-by-case basis."
dBase Index File,ndx|mdx,Databases,NF00154,application/octet-stream,,,,,https://www.wikidata.org/wiki/Q105862167,http://fileformats.archiveteam.org/wiki/DBF,,https://en.wikipedia.org/wiki/DBase,,https://dbfree.org/webdocs/1-documentation/a-about_indexes.htm,,Low Risk,Transform,"Transform to CSV if possible, otherwise retain",MDX is the index file for a DBF database. dBASE defines a unique index as one where only one record from a set with identical key values is added to the index.,Procure and/or develop tools. Further research is required on a case-by-case basis. dBASE should open these files.
